"course_key","course_code","course_name","course_type","total_hours","credits","is_enabled"
"1323","710201B0A01","电子商务应用","A类(纯理论课)","72","4","是"
"1324","710201B0A02","市场营销","A类(纯理论课)","72","4","是"
"1325","710201B0B01","C语言程序设计基础","B类((理论+实践)课)","72","4","是"
"1326","710201B0B02","计算机组装维护","B类((理论+实践)课)","72","4","是"
"1327","710201B0B03","计算机网络基础","B类((理论+实践)课)","72","4","是"
"1328","710201B0B04","图形图像处理","B类((理论+实践)课)","72","4","是"
"1329","710201B0B05","数据库应用基础","B类((理论+实践)课)","72","4","是"
"1330","710201B0B06","Coreldraw平面设计","B类((理论+实践)课)","72","4","是"
"1331","710201B0B07","网页设计与制作","B类((理论+实践)课)","72","6","是"
"1332","710201B0B08","中小型网络构建与管理","B类((理论+实践)课)","72","4","是"
"1333","710201B0B09","Premiere影视制作","B类((理论+实践)课)","108","6","是"
"1334","710201B0B10","网店装修与管理","B类((理论+实践)课)","72","6","是"
"1335","710201B0B11","After Effects 影视制作","B类((理论+实践)课)","99","6","是"
"1336","710201B0B12","网络综合布线","B类((理论+实践)课)","72","6","是"
"1337","710201B0B14","图形图像综合实训","B类((理论+实践)课)","144","8","是"
"1338","710201B0B15","3dsMAX动画制作","B类((理论+实践)课)","72","6","是"
"1339","710201B0B16","多媒体制作","B类((理论+实践)课)","72","4","是"
"1340","710201B0B20-1","专业认知-信息1-1","B类((理论+实践)课)","108","2","是"
"1341","710201B0B20-2","专业认知-信息1-2","B类((理论+实践)课)","108","2","是"
"1342","710201B0B20-3","专业认知-信息1-3","B类((理论+实践)课)","108","2","是"
"1343","710201B0B20-4","专业认知-信息1-4","B类((理论+实践)课)","108","2","是"
"1344","710201B0B20-5","专业认知-信息2-1","B类((理论+实践)课)","108","2","是"
"1345","710201B0B20-6","专业认知-信息2-2","B类((理论+实践)课)","108","2","是"
"1346","710201B0B20-7","专业认知-信息2-3","B类((理论+实践)课)","108","2","是"
"1347","710201B0B20-8","专业认知-信息2-4","B类((理论+实践)课)","108","2","是"
"1348","710201ZXB01","认知实习","B类((理论+实践)课)","6","2","是"
"1349","770101B0A01","托幼园所保育工作入门","A类(纯理论课)","36","2","是"
"1350","770101B0A02","婴幼儿教育心理学","A类(纯理论课)","36","2","是"
"1351","770101B0A03","幼儿教育学基础","A类(纯理论课)","36","2","是"
"1352","770101B0A24","幼儿心理学","B类((理论+实践)课)","36","2","是"
"1353","770101B0B01","形体与舞蹈","B类((理论+实践)课)","36","2","是"
"1354","770101B0B01-1","形体与舞蹈-1","B类((理论+实践)课)","36","2","是"
"1355","770101B0B01-2","形体与舞蹈-2","B类((理论+实践)课)","36","2","是"
"1356","770101B0B01-3","形体与舞蹈-3","B类((理论+实践)课)","36","2","是"
"1357","770101B0B01-4","形体与舞蹈-4","B类((理论+实践)课)","36","2","是"
"1358","770101B0B01-5","形体与舞蹈-5","B类((理论+实践)课)","36","2","是"
"1359","770101B0B02","乐理视唱","B类((理论+实践)课)","36","2","是"
"1360","770101B0B02-1","乐理视唱-1","B类((理论+实践)课)","36","2","是"
"1361","770101B0B02-2","乐理视唱-2","B类((理论+实践)课)","36","2","是"
"1362","770101B0B02-3","乐理视唱-3","B类((理论+实践)课)","36","2","是"
"1363","770101B0B02-4","乐理视唱-4","B类((理论+实践)课)","36","2","是"
"1364","770101B0B03","美术","B类((理论+实践)课)","36","2","是"
"1365","770101B0B03-1","美术-1","B类((理论+实践)课)","36","2","是"
"1366","770101B0B03-2","美术-2","B类((理论+实践)课)","36","2","是"
"1367","770101B0B03-3","美术-3","B类((理论+实践)课)","36","2","是"
"1368","770101B0B03-4","美术-4","B类((理论+实践)课)","36","2","是"
"1369","770101B0B04","钢琴基础","B类((理论+实践)课)","36","2","是"
"1370","770101B0B04-1","钢琴基础-1","B类((理论+实践)课)","36","2","是"
"1371","770101B0B04-2","钢琴基础-2","B类((理论+实践)课)","36","2","是"
"1372","770101B0B04-3","钢琴基础-3","B类((理论+实践)课)","36","2","是"
"1373","770101B0B04-4","钢琴基础-4","B类((理论+实践)课)","36","2","是"
"1374","770101B0B04-5","钢琴基础-5","B类((理论+实践)课)","36","2","是"
"1375","770101B0B05","唱歌与幼儿歌曲弹唱","B类((理论+实践)课)","36","2","是"
"1376","770101B0B05-1","唱歌与幼儿歌曲弹唱-1","B类((理论+实践)课)","36","2","是"
"1377","770101B0B05-2","唱歌与幼儿歌曲弹唱-2","B类((理论+实践)课)","36","2","是"
"1378","770101B0B05-3","唱歌与幼儿歌曲弹唱-3","B类((理论+实践)课)","36","2","是"
"1379","770101B0B05-4","唱歌与幼儿歌曲弹唱-4","B类((理论+实践)课)","36","2","是"
"1380","770101B0B05-5","唱歌与幼儿歌曲弹唱-5","B类((理论+实践)课)","36","2","是"
"1381","770101B0B06","幼儿教师口语","B类((理论+实践)课)","36","2","是"
"1382","770101B0B07","婴幼儿心理与保教","B类((理论+实践)课)","36","2","是"
"1383","770101B0B08","儿童行为观察与研究","B类((理论+实践)课)","36","2","是"
"1384","770101B0B09","营养学","B类((理论+实践)课)","36","2","是"
"1385","770101B0B10","学前卫生学","B类((理论+实践)课)","36","2","是"
"1386","770101B0B10-1","专业认知-幼教1-1","B类((理论+实践)课)","108","2","是"
"1387","770101B0B10-2","专业认知-幼教1-2","B类((理论+实践)课)","108","2","是"
"1388","770101B0B10-3","专业认知-幼教1-3","B类((理论+实践)课)","108","2","是"
"1389","770101B0B10-4","专业认知-幼教1-4","B类((理论+实践)课)","108","2","是"
"1390","770101B0B10-5","专业认知-幼教2-1","B类((理论+实践)课)","108","2","是"
"1391","770101B0B10-6","专业认知-幼教2-2","B类((理论+实践)课)","108","2","是"
"1392","770101B0B10-7","专业认知-幼教2-3","B类((理论+实践)课)","108","2","是"
"1393","770101B0B10-8","专业认知-幼教2-4","B类((理论+实践)课)","108","2","是"
"1394","770101B0B11","幼儿园教育活动设计与指导","B类((理论+实践)课)","36","2","是"
"1395","770101B0B11-1","幼儿园教育活动设计与指导-1","B类((理论+实践)课)","36","2","是"
"1396","770101B0B11-2","幼儿园教育活动设计与指导-2","B类((理论+实践)课)","36","2","是"
"1397","770101B0B12","婴幼儿常见病识别与应对","B类((理论+实践)课)","36","2","是"
"1398","770101B0B13","学前儿童游戏","B类((理论+实践)课)","36","2","是"
"1399","770101B0B14","婴幼儿生活照护技术","B类((理论+实践)课)","72","4","是"
"1400","770101B0B15","幼儿园环境创设","A类(纯理论课)","36","2","是"
"1401","770101B0B21","幼儿安全保育","B类((理论+实践)课)","36","2","是"
"1402","770101B0B22","幼儿健康照护","A类(纯理论课)","2","2","是"
"1403","770101B0B23","幼儿生活保育","B类((理论+实践)课)","36","2","是"
"1404","770101B0B31","婴幼儿活动保育","A类(纯理论课)","2","2","是"
"1405","770101B0C02","跟岗实习","C类(纯实践课)","120","4","是"
"1406","77010ZXB22","婴幼儿社会教育","B类((理论+实践)课)","36","2","是"
