"course_key","course_code","course_name","course_type","total_hours","credits","is_enabled"
"1","000000B0A01","中国特色社会主义","A类(纯理论课)","36","2","是"
"2","000000B0A02","心理健康与职业生涯","A类(纯理论课)","36","2","是"
"3","000000B0A02-1","心理健康与职业生涯1","A类(纯理论课)","2","1","是"
"4","000000B0A02-2","心理健康与职业生涯2","A类(纯理论课)","2","1","是"
"5","000000B0A03","哲学与人生","A类(纯理论课)","72","2","是"
"6","000000B0A04","职业道德与法治","A类(纯理论课)","36","2","是"
"7","000000B0A05","新疆地方史","A类(纯理论课)","36","2","是"
"8","000000B0A06","历史","A类(纯理论课)","36","2","是"
"9","000000B0A06-1","中国历史1","A类(纯理论课)","36","2","是"
"10","000000B0A06-2","中国历史2","A类(纯理论课)","36","2","是"
"11","000000B0A07","语文","A类(纯理论课)","72","4","是"
"12","000000B0A07-1","语文1","A类(纯理论课)","72","4","是"
"13","000000B0A07-2","语文2","A类(纯理论课)","72","4","是"
"14","000000B0A07-3","语文3","A类(纯理论课)","72","4","是"
"15","000000B0A08","数学","A类(纯理论课)","72","4","是"
"16","000000B0A08-1","数学1","A类(纯理论课)","72","4","是"
"17","000000B0A08-2","数学2","A类(纯理论课)","72","4","是"
"18","000000B0A09","英语","A类(纯理论课)","72","4","是"
"19","000000B0A09-1","英语1","A类(纯理论课)","72","4","是"
"20","000000B0A09-2","英语2","A类(纯理论课)","72","4","是"
"21","000000B0A10","公共艺术（美术）","A类(纯理论课)","18","1","是"
"22","000000B0A11","公共艺术（音乐）","A类(纯理论课)","18","1","是"
"23","000000B0A12","入学教育","A类(纯理论课)","0","0.5","是"
"24","000000B0A13","毕业教育","A类(纯理论课)","0","0.5","是"
"25","000000B0A14","自然科学基础","A类(纯理论课)","36","2","是"
"26","000000B0A15","社会科学基础","A类(纯理论课)","36","2","是"
"27","000000B0A16","世界历史","A类(纯理论课)","36","2","是"
"28","000000B0A17","习近平新时代中国特色社会主义思想学生读本","A类(纯理论课)","36","2","是"
"29","000000B0B01","认知实习","B类((理论+实践)课)","96","4","是"
"30","00000GXA01","计算机应用基础","B类((理论+实践)课)","72","4","是"
"31","00000GXA02","体育与健康","B类((理论+实践)课)","36","1","是"
"32","00000GXA02-1","体育与健康1","B类((理论+实践)课)","36","1","是"
"33","00000GXA02-2","体育与健康2","B类((理论+实践)课)","36","1","是"
"34","00000GXA02-3","体育与健康3","B类((理论+实践)课)","36","1","是"
"35","00000GXA02-4","体育与健康4","B类((理论+实践)课)","36","1","是"
"36","00000GXA03","军事理论与军训","B类((理论+实践)课)","60","1","是"
"37","051300B0A01","电工电子基础与技能","B类((理论+实践)课)","72","4","是"
"38","051300B0A02","机械基础","A类(纯理论课)","72","4","是"
"39","051300B0A03","机械识图","B类((理论+实践)课)","72","4","是"
"40","051300B0A04","电工仪表与测量","B类((理论+实践)课)","72","4","是"
"41","051300B0A05","安全用电","B类((理论+实践)课)","72","4","是"
"42","051300B0B01","可编程序控制器及其应用","B类((理论+实践)课)","72","4","是"
"43","051300B0B02","电气控制及 PLC 控制技术","B类((理论+实践)课)","108","6","是"
"44","051300B0B03","电力拖动控制与技能训练","B类((理论+实践)课)","108","6","是"
"45","051300B0B04","照明线路安装与检修","B类((理论+实践)课)","72","4","是"
"46","051300B0B05","液压与气动","B类((理论+实践)课)","72","4","是"
"47","051300B0B06","钳工工艺","B类((理论+实践)课)","108","6","是"
"48","051300B0B07","车工技能训练","B类((理论+实践)课)","144","8","是"
"49","051300B0B08","焊接技术","B类((理论+实践)课)","144","8","是"
"50","051300B0B09","1+X机械产品三维设计","B类((理论+实践)课)","72","4","是"
"51","051300B0C02","金工综合实训","C类(纯实践课)","30","1","是"
"52","051300ZXA01","家电维修（限选）","B类((理论+实践)课)","72","4","是"
"53","051300ZXA02","机电产品安装与调试（限选）","B类((理论+实践)课)","108","6","是"
"54","051300ZXA03","工厂供电（限选）","B类((理论+实践)课)","72","4","是"
"55","051300ZXA04","典型机床电气故障诊断与维修","A类(纯理论课)","72","4","是"
"56","051300ZXA05","机电设备及管理技术","A类(纯理论课)","108","6","是"
"57","051300ZXA06","维修电工（初级）（限选）","B类((理论+实践)课)","72","4","是"
"58","051300ZXA07","维修电工（初级）（限选）","B类((理论+实践)课)","72","4","是"
"59","051300ZXA08","模具数字化设计与制造技术（限选）","B类((理论+实践)课)","108","6","是"
"60","090100B0B03","计算机网络基础","B类((理论+实践)课)","72","4","是"
"61","10000000000","顶岗实习","C类(纯实践课)","480","16","是"
"62","10000000001","顶岗实习","C类(纯实践课)","480","16","是"
"63","10000000002","顶岗实习","C类(纯实践课)","480","16","是"
"64","10000000003","数控车床编程与操作项目教程（限选）","B类((理论+实践)课)","72","4","是"
"65","10000000004","顶岗实习","C类(纯实践课)","480","16","是"
"66","10000000005","顶岗实习","C类(纯实践课)","480","16","是"
"67","100000B0A01","中华优秀传统文化","A类(纯理论课)","4","0.2","是"
"68","100000B0A02","思想道德与法治","A类(纯理论课)","36","2","是"
"69","100000B0A03","毛泽东思想与中国特色社会主义理论体系概论","A类(纯理论课)","36","2","是"
"70","100000B0A04","形势与政策","A类(纯理论课)","16","1","是"
"71","100000B0A04-1","形势与政策1","A类(纯理论课)","8","1","是"
"72","100000B0A04-2","形势与政策2","A类(纯理论课)","8","1","是"
"73","100000B0A04-3","形势与政策3","A类(纯理论课)","8","1","是"
"74","100000B0A04-4","形势与政策4","A类(纯理论课)","8","1","是"
"75","100000B0A05","新疆地方史","A类(纯理论课)","36","2","是"
"76","100000B0A05-1","简明新疆地方史1","A类(纯理论课)","18","1","是"
"77","100000B0A05-2","简明新疆地方史2","A类(纯理论课)","18","1","是"
"78","100000B0A06","习近平新时代中国特色社会主义思想概论","A类(纯理论课)","18","2","是"
"79","100000B0A06-1","习近平新时代中国特色社会主义思想概论1","A类(纯理论课)","36","4","是"
"80","100000B0A06-2","习近平新时代中国特色社会主义思想概论2","A类(纯理论课)","36","4","是"
"81","100000B0A07","中国近现代史纲要","A类(纯理论课)","36","4","是"
"82","100000B0A08","大学生职业发展与就业创业指导","A类(纯理论课)","16","1","是"
"83","100000B0A09","大学英语","A类(纯理论课)","36","2","是"
"84","100000B0A10","高等数学","A类(纯理论课)","72","4","是"
"85","100000B0A11","大学语文","A类(纯理论课)","36","2","是"
"86","100000B0A12","心理健康教育","A类(纯理论课)","32","2","是"
"87","100000B0A13","入学教育","A类(纯理论课)","8","0.5","是"
"88","100000B0A14","毕业教育","A类(纯理论课)","4","0.5","是"
"89","100000B0A15","国家通用语言","A类(纯理论课)","36","2","是"
"90","100000B0A15-1","国家通用语言1","A类(纯理论课)","36","2","是"
"91","100000B0A15-2","国家通用语言2","A类(纯理论课)","36","2","是"
"92","100000B0A16-1","中华民族共同体概论1","A类(纯理论课)","36","4","是"
"93","100000B0A16-2","中华民族共同体概论2","A类(纯理论课)","36","4","是"
"94","100000B0A17-1","普通话正音1","A类(纯理论课)","2","2","是"
"95","100000B0A17-2","普通话正音2","A类(纯理论课)","2","2","是"
"96","100000B0B01","文献检索","B类((理论+实践)课)","34","2","是"
"97","100000B0B02","体育与健康","A类(纯理论课)","36","1","是"
"98","100000B0B02-1","体育与健康1","B类((理论+实践)课)","36","1","是"
"99","100000B0B02-2","体育与健康2","B类((理论+实践)课)","36","1","是"
"100","100000B0B03","军事理论与军训","A类(纯理论课)","60","1","是"
"101","100000B0B04","信息技术","B类((理论+实践)课)","72","4","是"
"102","100000GXA01","四史","A类(纯理论课)","4","1","是"
"103","100000GXA02","劳动教育","A类(纯理论课)","4","1","是"
"104","100000GXA03","创新创业教育","A类(纯理论课)","4","0.5","是"
"105","100000GXA04","公共艺术","A类(纯理论课)","4","0.25","是"
"106","100000GXB03","应用文写作","B类((理论+实践)课)","36","2","是"
"107","160200B0A01","学前儿童发展心理","A类(纯理论课)","36","2","是"
"108","160200B0A02","学前教育基础知识","A类(纯理论课)","36","2","是"
"109","160200B0A03","幼儿园保育","A类(纯理论课)","36","2","是"
"110","160200B0A04","幼儿园游戏","A类(纯理论课)","36","2","是"
"111","160200B0A05","幼儿文学阅读与指导","B类((理论+实践)课)","36","2","是"
"112","160200B0A06","0-3岁婴幼儿抚育与教育","B类((理论+实践)课)","36","2","是"
"113","160200B0A07","学前儿童卫生保健","A类(纯理论课)","36","2","是"
"114","160200B0B01","幼儿园教育活动设计与指导","B类((理论+实践)课)","36","2","是"
"115","160200B0B02","幼儿教师口语","A类(纯理论课)","36","2","是"
"116","160200B0B03","乐理与视唱","B类((理论+实践)课)","36","2","是"
"117","160200B0B04","唱歌与幼儿歌曲弹唱","B类((理论+实践)课)","72","2","是"
"118","160200B0B05","键盘与幼儿歌曲伴奏","B类((理论+实践)课)","72","2","是"
"119","160200B0B06","舞蹈","B类((理论+实践)课)","72","2","是"
"120","160200B0B07","绘画","B类((理论+实践)课)","72","2","是"
"121","160200ZXB01","保育员资格证(任选)","A类(纯理论课)","36","2","是"
"122","160200ZXB02","蒙台梭利教育（限选）","A类(纯理论课)","36","2","是"
"123","160200ZXB03","奥尔夫音乐","B类((理论+实践)课)","18","1","是"
"124","410117B0A01","植物生理学","B类((理论+实践)课)","108","6","是"
"125","410117B0A02","农业经营与管理","B类((理论+实践)课)","72","4","是"
"126","410117B0B01","作物栽培学","B类((理论+实践)课)","108","6","是"
"127","410117B0B02","棉花加工","B类((理论+实践)课)","72","4","是"
"128","410117B0B03","棉花检验","B类((理论+实践)课)","108","6","是"
"129","410117B0B04","土壤肥料学","B类((理论+实践)课)","72","4","是"
"130","410117B0B05","机械制图","B类((理论+实践)课)","36","2","是"
"131","410117B0B06","作物病虫害防治","B类((理论+实践)课)","72","4","是"
"132","410117B0C02","棉花检验实训","C类(纯实践课)","60","2","是"
"133","410117B0C03","跟岗实习","C类(纯实践课)","240","8","是"
"134","410117B0C04","毕业设计","C类(纯实践课)","180","6","是"
"135","410117ZXB01","农学概论","B类((理论+实践)课)","72","2","是"
"136","410117ZXB02","农业企业经营管理实务","B类((理论+实践)课)","72","4","是"
"137","410117ZXB03","货币银行学","B类((理论+实践)课)","72","4","是"
"138","410119B0A01","经济学基础","A类(纯理论课)","72","4","是"
"139","410119B0A02","经济法基础","A类(纯理论课)","72","4","是"
"140","410119B0A03","管理学基础","A类(纯理论课)","72","6","是"
"141","410119B0A04","农村政策法规","A类(纯理论课)","72","4","是"
"142","410119B0B01","基础会计","B类((理论+实践)课)","72","4","是"
"143","410119B0B02","出纳业务操作","B类((理论+实践)课)","72","4","是"
"144","410119B0B03","基础统计","B类((理论+实践)课)","72","4","是"
"145","410119B0B04","市场调查与预测","A类(纯理论课)","72","4","是"
"146","410119B0B05","农业技术推广","B类((理论+实践)课)","108","6","是"
"147","410119B0B06","农业企业经营管理实务","B类((理论+实践)课)","72","6","是"
"148","410119B0B07","农产品市场营销","B类((理论+实践)课)","72","4","是"
"149","410119B0B08","会计电算化","B类((理论+实践)课)","72","4","是"
"150","410119B0B09","农产品物流管理与实务","B类((理论+实践)课)","72","4","是"
"151","410119B0B10","农产品电子商务","B类((理论+实践)课)","108","6","是"
"152","410119B0B11","成本核算","B类((理论+实践)课)","32","2","是"
"153","410119B0C01","市场调查","C类(纯实践课)","60","1","是"
"154","410119B0C02","企业运营管理综合模拟实训","C类(纯实践课)","60","2","是"
"155","410119B0C03","跟岗实习","C类(纯实践课)","240","8","是"
"156","410119B0C04","毕业设计","C类(纯实践课)","180","6","是"
"157","410119ZXB01","农村社区管理（限选）","B类((理论+实践)课)","36","2","是"
"158","410119ZXB02","农村新型经济组织管理（限选）","B类((理论+实践)课)","72","4","是"
"159","410119ZXB03","农村金融与保险（限选）","B类((理论+实践)课)","72","4","是"
"160","410119ZXB04","农村行政管理（任选）","B类((理论+实践)课)","32","2","是"
"161","410119ZXB05","乡村旅游开发与经营（任选）","B类((理论+实践)课)","32","2","是"
"162","410303B0B01","动物解剖生理","B类((理论+实践)课)","108","6","是"
"163","410303B0B02","动物药理学","B类((理论+实践)课)","108","6","是"
"164","410303B0B03","动物营养与饲料","B类((理论+实践)课)","108","6","是"
"165","410303B0B04","动物微生物与免疫","B类((理论+实践)课)","72","4","是"
"166","410303B0B05","家畜环境控制","B类((理论+实践)课)","108","6","是"
"167","410303B0B06","动物病理学","B类((理论+实践)课)","120","6","是"
"168","410303B0B07","动物遗传育种","B类((理论+实践)课)","108","6","是"
"169","410303B0B08","动物传染病与寄生虫病","B类((理论+实践)课)","108","4","是"
"170","410303B0B09","动物外科与产科","B类((理论+实践)课)","108","6","是"
"171","410303B0B10","牛羊病防治","B类((理论+实践)课)","108","6","是"
"172","410303B0B11","宠物疾病防治","B类((理论+实践)课)","108","6","是"
"173","410303B0B12","猪生产技术","B类((理论+实践)课)","108","6","是"
"174","410303B0B13","牛羊生产技术","B类((理论+实践)课)","102","6","是"
"175","410303B0B14","动物防疫检疫技术","B类((理论+实践)课)","72","4","是"
"176","410303ZXB01","畜牧市场营销（限选）","A类(纯理论课)","72","4","是"
"177","410303ZXB02","畜牧业机械化（限选）","A类(纯理论课)","72","4","是"
"178","410303ZXB03","实验室诊断技术（限选）","B类((理论+实践)课)","54","3","是"
"179","410303ZXB04","宠物饲养与疾病防治（任选）","B类((理论+实践)课)","36","2","是"
"180","410303ZXB05","动物防疫与检疫技术（任选）","B类((理论+实践)课)","36","2","是"
"181","410307B0A01","兽医学概论","B类((理论+实践)课)","108","6","是"
"182","410307B0A02","动物保护法律法规","A类(纯理论课)","72","4","是"
"183","410307B0B01","动物解剖生理","B类((理论+实践)课)","108","4","是"
"184","410307B0B02","动物营养与饲料","B类((理论+实践)课)","72","4","是"
"185","410307B0B03","动物遗传繁育","B类((理论+实践)课)","108","6","是"
"186","410307B0B04","动物微生物与免疫","B类((理论+实践)课)","72","4","是"
"187","410307B0B05","动物防疫检疫技术","B类((理论+实践)课)","72","4","是"
"188","410307B0B06","家禽生产技术","B类((理论+实践)课)","108","6","是"
"189","410307B0B07","畜牧场规划与设计","B类((理论+实践)课)","72","6","是"
"190","410307B0B08","牛羊病防治","B类((理论+实践)课)","108","4","是"
"191","410307B0B09","猪生产技术","B类((理论+实践)课)","108","6","是"
"192","410307B0B10","牛羊生产技术","B类((理论+实践)课)","102","6","是"
"193","410307B0B11","动物传染病与寄生虫病","B类((理论+实践)课)","102","6","是"
"194","410307B0B12","养殖企业经营管理","B类((理论+实践)课)","108","3","是"
"195","410307B0B13","动物繁殖技术","B类((理论+实践)课)","72","6","是"
"196","410307B0B14","畜牧学概论","B类((理论+实践)课)","108","6","是"
"197","410307B0C01","跟岗实习","C类(纯实践课)","270","9","是"
"198","410307B0C02","毕业设计","C类(纯实践课)","180","6","是"
"199","410307ZXB01","经济动物饲养（限选）","B类((理论+实践)课)","72","4","是"
"200","410307ZXB02","畜产品加工技术（限选）","B类((理论+实践)课)","72","4","是"
"201","410307ZXB03","畜牧市场营销（限选）","B类((理论+实践)课)","54","3","是"
"202","410307ZXB04","养殖场环境控制与污物治理技术（任选）","B类((理论+实践)课)","36","2","是"
"203","410307ZXB05","动物性食品卫生检验技术（任选）","B类((理论+实践)课)","36","2","是"
"204","410307ZXB06","畜牧业机械化","B类((理论+实践)课)","36","2","是"
"205","420401B0A01","基础化学","A类(纯理论课)","108","6","是"
"206","420401B0A02","工程制图","A类(纯理论课)","108","6","是"
"207","420401B0A03","电工电子学","A类(纯理论课)","108","6","是"
"208","420401B0A04","电工电子技术","B类((理论+实践)课)","108","6","是"
"209","420401B0A05","机械基础","B类((理论+实践)课)","108","6","是"
"210","420401B0A06","储运SCADA系统与自动化控制","A类(纯理论课)","72","4","是"
"211","420401B0A07","储运仪表及自动化","B类((理论+实践)课)","108","6","是"
"212","420401B0A08","油库工艺与管理","B类((理论+实践)课)","72","4","是"
"213","420401B0A09","HSE管理","A类(纯理论课)","108","6","是"
"214","420401B0A10","油气储存与销售","B类((理论+实践)课)","108","6","是"
"215","420401B0A12","油气储运安全技术","B类((理论+实践)课)","108","6","是"
"216","420401B0A15","毕业综合训练","A类(纯理论课)","180","10","是"
"217","420401B0B01","泵与压缩机","B类((理论+实践)课)","72","4","是"
"218","420401B0B04","工程流体力学","B类((理论+实践)课)","108","6","是"
"219","420401B0B05","泵与压缩机","B类((理论+实践)课)","108","6","是"
"220","420401B0B07","工程热力学","B类((理论+实践)课)","108","6","是"
"221","420401B0B08","传热学","B类((理论+实践)课)","108","6","是"
"222","420401B0B09","油气管道输送","B类((理论+实践)课)","108","6","是"
"223","420401B0B10","储运油料技术","B类((理论+实践)课)","108","6","是"
"224","420401B0B11","油气集输技术","B类((理论+实践)课)","108","6","是"
"225","420401B0B12","油气集输","B类((理论+实践)课)","72","4","是"
"226","420401B0B13","管罐施工与管理","B类((理论+实践)课)","72","4","是"
"227","420401B0B14","LNG技术","B类((理论+实践)课)","108","6","是"
"228","420401B0B15","城市天然气工程","B类((理论+实践)课)","108","6","是"
"229","420401B0B16","毕业综合训练","B类((理论+实践)课)","180","10","是"
"230","420401B0B17","输气管道工艺与管理","B类((理论+实践)课)","108","6","是"
"231","420401B0B18","油气储运设备","B类((理论+实践)课)","48","4","是"
"232","420401B0C17","认识实习","C类(纯实践课)","30","1","是"
"233","420401B0C18","社会实践","C类(纯实践课)","30","1","是"
"234","420401B0C19","储运技能训练","C类(纯实践课)","30","1","是"
"235","420401B0C20","储运仿真训练","C类(纯实践课)","30","1","是"
"236","420401B0C21","储运安全训练","C类(纯实践课)","60","2","是"
"237","420401B0C22","毕业设计","C类(纯实践课)","180","6","是"
"238","420401B0C23","顶岗实习","C类(纯实践课)","480","16","是"
"239","420401ZXA01","油气储存与销售","B类((理论+实践)课)","36","2","是"
"240","420401ZXA02","石油化学","B类((理论+实践)课)","36","2","是"
"241","420401ZXA07","加油（气）站管理","A类(纯理论课)","56","2","是"
"242","420401ZXA08","城市燃气输配","A类(纯理论课)","56","2","是"
"243","460102B0A01","公差配合与测量","A类(纯理论课)","72","4","是"
"244","460102B0A02","机械制图与CAD","A类(纯理论课)","72","4","是"
"245","460102B0A02-1","机械制图与CAD-1","A类(纯理论课)","72","4","是"
"246","460102B0A02-2","机械制图与CAD-2","A类(纯理论课)","72","4","是"
"247","460102B0A03","电工电子技术基础","A类(纯理论课)","108","6","是"
"248","460102B0A04","机械制造基础","A类(纯理论课)","72","4","是"
"249","460102B0A05","机械设计基础","A类(纯理论课)","108","6","是"
"250","460102B0A06","产品制造技术基础","A类(纯理论课)","72","4","是"
"251","460102B0B01","逆向设计","B类((理论+实践)课)","72","4","是"
"252","460102B0B02","机械产品三维设计基础","B类((理论+实践)课)","108","6","是"
"253","460102B0B03","产品优化设计","B类((理论+实践)课)","72","6","是"
"254","460102B0B04","增材制造技术","B类((理论+实践)课)","72","4","是"
"255","460102B0B05","机械产品造型设计","B类((理论+实践)课)","144","8","是"
"256","460102B0B06","数字化设计与制造技术概论","B类((理论+实践)课)","108","6","是"
"257","460102B0B07","产品数字化设计与3D打印","B类((理论+实践)课)","72","4","是"
"258","460102B0B08","数控铣床编程与操作","B类((理论+实践)课)","72","4","是"
"259","460102B0B09","数控铣床编程与操作","B类((理论+实践)课)","72","4","是"
"260","460102B0C01","数控车床编程与操作","B类((理论+实践)课)","72","4","是"
"261","460102B0C02","毕业设计","C类(纯实践课)","180","6","是"
"262","460102B0C03","金工综合实训","C类(纯实践课)","30","1","是"
"263","460102B0C04","产品数字化设计与3D打印（实训）","C类(纯实践课)","60","2","是"
"264","460102ZXA01","塑料模具设计（限选）","A类(纯理论课)","36","2","是"
"265","460102ZXB01","产品质量检测（限选）","B类((理论+实践)课)","96","6","是"
"266","460102ZXB02","计算机辅助工艺设计（限选）","B类((理论+实践)课)","72","4","是"
"267","460102ZXB03","智能制造概论","B类((理论+实践)课)","144","8","是"
"268","460104B0A01","公差配合与测量","A类(纯理论课)","36","4","是"
"269","460104B0A02","机械识图与绘制","B类((理论+实践)课)","72","4","是"
"270","460104B0A02-1","机械识图与绘制-1","B类((理论+实践)课)","72","4","是"
"271","460104B0A02-2","机械识图与绘制-2","B类((理论+实践)课)","72","4","是"
"272","460104B0A03","电工电子技术基础","B类((理论+实践)课)","54","4","是"
"273","460104B0A04","工程力学","A类(纯理论课)","72","4","是"
"274","460104B0A05","机械制造基础","A类(纯理论课)","108","6","是"
"275","460104B0A06","工程材料及热处理","B类((理论+实践)课)","72","4","是"
"276","460104B0A07","CAD制图","B类((理论+实践)课)","72","4","是"
"277","460104B0B01","机械制造工艺","A类(纯理论课)","72","4","是"
"278","460104B0B02","液压与气动","B类((理论+实践)课)","108","6","是"
"279","460104B0B03","机械CAD及CAM应用","B类((理论+实践)课)","108","6","是"
"280","460104B0B04","钳工工艺与技能训练","B类((理论+实践)课)","72","4","是"
"281","460104B0B05","机床电气与PLC控制技术","B类((理论+实践)课)","144","8","是"
"282","460104B0B06","机电设备故障诊断与维修","B类((理论+实践)课)","108","6","是"
"283","460104B0B07","自动控制原理与系统","A类(纯理论课)","72","4","是"
"284","460104B0B08","金属切削机床（普车）","B类((理论+实践)课)","144","8","是"
"285","460104B0B09","数控加工工艺及编程","B类((理论+实践)课)","144","8","是"
"286","460104B0B10","工装夹具设计","B类((理论+实践)课)","72","4","是"
"287","460104B0B12","机械零件数字化设计","B类((理论+实践)课)","72","4","是"
"288","460104B0C02","毕业设计","C类(纯实践课)","180","6","是"
"289","460104B0C03","金工综合实训","C类(纯实践课)","30","1","是"
"290","460104B0C04","1+X机械产品三维设计","B类((理论+实践)课)","72","4","是"
"291","460104B0C05","数控加工技能训练","C类(纯实践课)","144","8","是"
"292","460104ZXA01","产品质量检测（限选）","A类(纯理论课)","36","2","是"
"293","460104ZXA02","创新创业教育（任选）","A类(纯理论课)","34","1","是"
"294","460104ZXA02-1","创新创业教育（任选）-1","A类(纯理论课)","34","1","是"
"295","460104ZXA02-2","创新创业教育（任选）-2","A类(纯理论课)","34","1","是"
"296","460104ZXB01","单片机应用技术（限选）","B类((理论+实践)课)","108","6","是"
"297","460104ZXB02","现代机械装配技术（限选）","B类((理论+实践)课)","72","4","是"
"298","460104ZXB03","工业机器人编程","B类((理论+实践)课)","96","6","是"
"299","460104ZXB04","智能制造技术基础","B类((理论+实践)课)","72","4","是"
"300","460110B0A04","电工基础","A类(纯理论课)","48","3","是"
"301","460110B0A05","熔焊原理","A类(纯理论课)","72","3","是"
"302","460110B0A06","材料焊接性","A类(纯理论课)","108","6","是"
"303","460110B0A07","焊接自动化技术及应用","A类(纯理论课)","144","8","是"
"304","460110B0B01","机械识图与CAD绘制","B类((理论+实践)课)","72","4","是"
"305","460110B0B01-1","机械识图与CAD绘制-1","B类((理论+实践)课)","72","4","是"
"306","460110B0B01-2","机械识图与CAD绘制-2","B类((理论+实践)课)","72","4","是"
"307","460110B0B02","焊接冶金与焊接性","B类((理论+实践)课)","72","4","是"
"308","460110B0B03","焊接检验","B类((理论+实践)课)","72","4","是"
"309","460110B0B04","焊接工装夹具设计及应用","B类((理论+实践)课)","108","4","是"
"310","460110B0B05","现代弧焊电源及其控制","B类((理论+实践)课)","144","4","是"
"311","460110B0B06","压焊方法及设备","B类((理论+实践)课)","144","8","是"
"312","460110B0B07","焊接结构与生产","B类((理论+实践)课)","96","5","是"
"313","460110B0B08","焊接自动化与机器人焊接","B类((理论+实践)课)","144","7","是"
"314","460110B0B09","钳工工艺及技能训练","B类((理论+实践)课)","72","4","是"
"315","460110B0B10","电工技能实训","B类((理论+实践)课)","48","3","是"
"316","460110B0B11","金属材料焊接","B类((理论+实践)课)","96","5","是"
"317","460110B0B12","焊接质量检验","B类((理论+实践)课)","72","4","是"
"318","460110B0B13","焊接结构与生产","B类((理论+实践)课)","96","8","是"
"319","460110B0C02","毕业设计","C类(纯实践课)","180","6","是"
"320","460110B0C03","金工综合实训","C类(纯实践课)","30","1","是"
"321","460110B0C05","焊接操作实训","C类(纯实践课)","108","6","是"
"322","460110B0C06","跟岗实习","C类(纯实践课)","120","4","是"
"323","460110BOA01","机械制造基础","A类(纯理论课)","72","4","是"
"324","460110BOA02","机械设计基础","A类(纯理论课)","108","6","是"
"325","460110BOA03","工程力学","A类(纯理论课)","72","4","是"
"326","460110BOA04","金属材料及热处理","A类(纯理论课)","108","4","是"
"327","460110ZXA01","现代焊接设备分析（限选）","A类(纯理论课)","36","2","是"
"328","460110ZXA02","焊接创新设计（限选）","A类(纯理论课)","28","2","是"
"329","460110ZXB01","焊接生产管理（限选）","B类((理论+实践)课)","72","2","是"
"330","460110ZXB02","焊接工程缺陷分析（限选）","B类((理论+实践)课)","36","2","是"
"331","460110ZXB03","先进焊接方法（限选）","B类((理论+实践)课)","36","2","是"
"332","460110ZXB04","机器人焊接技术","B类((理论+实践)课)","108","6","是"
"333","460110ZXB05","金属材料喷涂及喷焊技术","B类((理论+实践)课)","36","2","是"
"334","460110ZXB06","特种焊接技术（限选）","B类((理论+实践)课)","36","2","是"
"335","460110ZXB07","焊接中级工（实操）","B类((理论+实践)课)","72","4","是"
"336","460301B0A01","电工电子技术基础","B类((理论+实践)课)","72","4","是"
"337","460301B0A01-1","电工电子技术基础-1","B类((理论+实践)课)","72","4","是"
"338","460301B0A01-2","电工电子技术基础-2","B类((理论+实践)课)","72","4","是"
"339","460301B0A02","机械识图与CAD绘制","B类((理论+实践)课)","72","4","是"
"340","460301B0A02-1","机械识图与CAD绘制-1","B类((理论+实践)课)","72","4","是"
"341","460301B0A02-2","机械识图与CAD绘制-2","B类((理论+实践)课)","72","4","是"
"342","460301B0A03","电工仪表与测量","B类((理论+实践)课)","72","4","是"
"343","460301B0A04","机械设计基础","A类(纯理论课)","72","4","是"
"344","460301B0A05","液压与气压传动","B类((理论+实践)课)","108","6","是"
"345","460301B0A06","电机与拖动","B类((理论+实践)课)","144","8","是"
"346","460301B0A07","传感器与自动检测技术","B类((理论+实践)课)","72","4","是"
"347","460301B0A08","机械制造技术基础","A类(纯理论课)","72","4","是"
"348","460301B0B01","电气控制系统与可编程控制器","B类((理论+实践)课)","144","8","是"
"349","460301B0B02","运动控制技术","B类((理论+实践)课)","72","4","是"
"350","460301B0B03","典型机电设备安装与调试","B类((理论+实践)课)","144","8","是"
"351","460301B0B04","机电设备故障诊断与维修","B类((理论+实践)课)","108","6","是"
"352","460301B0B05","机电一体化技术","B类((理论+实践)课)","108","6","是"
"353","460301B0B06","钳工工艺及技能训练","B类((理论+实践)课)","72","4","是"
"354","460301B0B07","维修电工技能训练","B类((理论+实践)课)","108","6","是"
"355","460301B0B08","金属材料焊接","B类((理论+实践)课)","108","6","是"
"356","460301B0B09","工业机器人","B类((理论+实践)课)","84","6","是"
"357","460301B0B10","自动生产线安装与调试","B类((理论+实践)课)","84","6","是"
"358","460301B0C02","毕业设计","C类(纯实践课)","180","6","是"
"359","460301B0C03","金工综合实训","C类(纯实践课)","30","1","是"
"360","460301B0C05","1+X机械产品三维模型设计（中级）","C类(纯实践课)","72","4","是"
"361","460301ZXA01","工厂供配电技术（限选）","A类(纯理论课)","36","2","是"
"362","460301ZXA02","数控加工工艺及编程（限选）","B类((理论+实践)课)","108","6","是"
"363","460301ZXA03","机电产品营销（限选）","A类(纯理论课)","36","2","是"
"364","460301ZXA04","创新创业教育（任选）","A类(纯理论课)","4","0.5","是"
"365","460301ZXA05","模具数字化设计与制造技术（限选）","B类((理论+实践)课)","108","6","是"
"366","460301ZXB01","单片机应用技术（限选）","B类((理论+实践)课)","108","6","是"
"367","460306B0A01","机械基础","A类(纯理论课)","144","8","是"
"368","460306B0A02","自动控制原理","A类(纯理论课)","108","6","是"
"369","460306B0A03","供配电技术","A类(纯理论课)","72","6","是"
"370","460306B0A04","电力系统分析","A类(纯理论课)","72","4","是"
"371","460306B0A05","自动控制系统","A类(纯理论课)","108","4","是"
